"Wegvoertuigen";"Brandstofsoort voertuig";"Perioden";"Totaal verkochte wegvoertuigen (aantal)"
"Snorfiets";"Lpg";"2022 oktober*";0
"Snorfiets";"Lpg";"2022 november*";0
"Snorfiets";"Lpg";"2022 december*";0
"Snorfiets";"Lpg";"2023 januari*";1
"Snorfiets";"Lpg";"2023 februari*";0
"Snorfiets";"Lpg";"2023 maart*";0
"Snorfiets";"Lpg";"2023 april*";0
"Snorfiets";"Lpg";"2023 mei*";0
"Snorfiets";"Lpg";"2023 juni*";0
"Snorfiets";"Lpg";"2023 juli*";0
"Snorfiets";"Lpg";"2023 augustus*";0
"Snorfiets";"Lpg";"2023 september*";0
"Snorfiets";"Lpg";"2023 oktober*";0
"Snorfiets";"Lpg";"2023 november*";0
"Snorfiets";"Lpg";"2023 december*";0
"Snorfiets";"Lpg";"2024 januari*";0
"Snorfiets";"Lpg";"2024 februari*";0
"Snorfiets";"Lpg";"2024 maart*";0
"Snorfiets";"Lpg";"2024 april*";0
"Snorfiets";"Lpg";"2024 mei*";0
"Snorfiets";"Lpg";"2024 juni*";0
"Snorfiets";"Lpg";"2024 juli*";0
"Snorfiets";"Lpg";"2024 augustus*";0
"Snorfiets";"Lpg";"2024 september*";0
"Snorfiets";"Lpg";"2024 oktober*";0
"Snorfiets";"Lpg";"2024 november*";0
"Snorfiets";"Lpg";"2024 december*";0
"Snorfiets";"Lpg";"2025 januari*";0
"Snorfiets";"Lpg";"2025 februari*";0
"Snorfiets";"Lpg";"2025 maart*";0
"Snorfiets";"Lpg";"2025 april*";0
"Snorfiets";"Lpg";"2025 mei*";0
"Snorfiets";"Lpg";"2025 juni*";0
"Snorfiets";"Lpg";"2025 juli*";0
"Snorfiets";"Lpg";"2025 augustus*";0
"Snorfiets";"Lpg";"2025 september*";0
"Snorfiets";"Full elektric (BEV)";"2021 januari";2416
"Snorfiets";"Full elektric (BEV)";"2021 februari";1323
"Snorfiets";"Full elektric (BEV)";"2021 maart";2633
"Snorfiets";"Full elektric (BEV)";"2021 april";2687
"Snorfiets";"Full elektric (BEV)";"2021 mei";2860
"Snorfiets";"Full elektric (BEV)";"2021 juni";3257
"Snorfiets";"Full elektric (BEV)";"2021 juli";3288
"Snorfiets";"Full elektric (BEV)";"2021 augustus";3028
"Snorfiets";"Full elektric (BEV)";"2021 september";1848
"Snorfiets";"Full elektric (BEV)";"2021 oktober";1429
"Snorfiets";"Full elektric (BEV)";"2021 november";1291
"Snorfiets";"Full elektric (BEV)";"2021 december";1016
"Snorfiets";"Full elektric (BEV)";"2022 januari*";1064
"Snorfiets";"Full elektric (BEV)";"2022 februari*";1244
"Snorfiets";"Full elektric (BEV)";"2022 maart*";3057
"Snorfiets";"Full elektric (BEV)";"2022 april*";2463
"Snorfiets";"Full elektric (BEV)";"2022 mei*";2739
"Snorfiets";"Full elektric (BEV)";"2022 juni*";2493
"Snorfiets";"Full elektric (BEV)";"2022 juli*";2824
"Snorfiets";"Full elektric (BEV)";"2022 augustus*";3105
"Snorfiets";"Full elektric (BEV)";"2022 september*";2101
"Snorfiets";"Full elektric (BEV)";"2022 oktober*";1650
"Snorfiets";"Full elektric (BEV)";"2022 november*";1282
"Snorfiets";"Full elektric (BEV)";"2022 december*";1222
"Snorfiets";"Full elektric (BEV)";"2023 januari*";1048
"Snorfiets";"Full elektric (BEV)";"2023 februari*";1041
"Snorfiets";"Full elektric (BEV)";"2023 maart*";1297
"Snorfiets";"Full elektric (BEV)";"2023 april*";1274
"Snorfiets";"Full elektric (BEV)";"2023 mei*";1602
"Snorfiets";"Full elektric (BEV)";"2023 juni*";1861
"Snorfiets";"Full elektric (BEV)";"2023 juli*";5363
"Snorfiets";"Full elektric (BEV)";"2023 augustus*";1321
"Snorfiets";"Full elektric (BEV)";"2023 september*";1898
"Snorfiets";"Full elektric (BEV)";"2023 oktober*";1486
"Snorfiets";"Full elektric (BEV)";"2023 november*";951
"Snorfiets";"Full elektric (BEV)";"2023 december*";670
"Snorfiets";"Full elektric (BEV)";"2024 januari*";642
"Snorfiets";"Full elektric (BEV)";"2024 februari*";845
"Snorfiets";"Full elektric (BEV)";"2024 maart*";1395
"Snorfiets";"Full elektric (BEV)";"2024 april*";1255
"Snorfiets";"Full elektric (BEV)";"2024 mei*";1388
"Snorfiets";"Full elektric (BEV)";"2024 juni*";1382
"Snorfiets";"Full elektric (BEV)";"2024 juli*";1407
"Snorfiets";"Full elektric (BEV)";"2024 augustus*";1191
"Snorfiets";"Full elektric (BEV)";"2024 september*";1074
"Snorfiets";"Full elektric (BEV)";"2024 oktober*";1044
"Snorfiets";"Full elektric (BEV)";"2024 november*";768
"Snorfiets";"Full elektric (BEV)";"2024 december*";547
"Snorfiets";"Full elektric (BEV)";"2025 januari*";918
"Snorfiets";"Full elektric (BEV)";"2025 februari*";774
"Snorfiets";"Full elektric (BEV)";"2025 maart*";1182
"Snorfiets";"Full elektric (BEV)";"2025 april*";1413
"Snorfiets";"Full elektric (BEV)";"2025 mei*";1605
"Snorfiets";"Full elektric (BEV)";"2025 juni*";1368
"Snorfiets";"Full elektric (BEV)";"2025 juli*";1522
"Snorfiets";"Full elektric (BEV)";"2025 augustus*";1268
"Snorfiets";"Full elektric (BEV)";"2025 september*";1064
"Snorfiets";"Totaal hybrides";"2021 januari";0
"Snorfiets";"Totaal hybrides";"2021 februari";1
"Snorfiets";"Totaal hybrides";"2021 maart";2
"Snorfiets";"Totaal hybrides";"2021 april";1
"Snorfiets";"Totaal hybrides";"2021 mei";0
"Snorfiets";"Totaal hybrides";"2021 juni";3
"Snorfiets";"Totaal hybrides";"2021 juli";0
"Snorfiets";"Totaal hybrides";"2021 augustus";3
"Snorfiets";"Totaal hybrides";"2021 september";2
"Snorfiets";"Totaal hybrides";"2021 oktober";2
"Snorfiets";"Totaal hybrides";"2021 november";0
"Snorfiets";"Totaal hybrides";"2021 december";0
"Snorfiets";"Totaal hybrides";"2022 januari*";0
"Snorfiets";"Totaal hybrides";"2022 februari*";1
"Snorfiets";"Totaal hybrides";"2022 maart*";0
"Snorfiets";"Totaal hybrides";"2022 april*";1
"Snorfiets";"Totaal hybrides";"2022 mei*";0
"Snorfiets";"Totaal hybrides";"2022 juni*";1
"Snorfiets";"Totaal hybrides";"2022 juli*";0
"Snorfiets";"Totaal hybrides";"2022 augustus*";2
"Snorfiets";"Totaal hybrides";"2022 september*";0
"Snorfiets";"Totaal hybrides";"2022 oktober*";0
"Snorfiets";"Totaal hybrides";"2022 november*";1
"Snorfiets";"Totaal hybrides";"2022 december*";1
"Snorfiets";"Totaal hybrides";"2023 januari*";1
"Snorfiets";"Totaal hybrides";"2023 februari*";1
"Snorfiets";"Totaal hybrides";"2023 maart*";0
"Snorfiets";"Totaal hybrides";"2023 april*";0
"Snorfiets";"Totaal hybrides";"2023 mei*";2
"Snorfiets";"Totaal hybrides";"2023 juni*";3
"Snorfiets";"Totaal hybrides";"2023 juli*";1
"Snorfiets";"Totaal hybrides";"2023 augustus*";1
"Snorfiets";"Totaal hybrides";"2023 september*";1
"Snorfiets";"Totaal hybrides";"2023 oktober*";0
"Snorfiets";"Totaal hybrides";"2023 november*";0
"Snorfiets";"Totaal hybrides";"2023 december*";1
"Snorfiets";"Totaal hybrides";"2024 januari*";0
"Snorfiets";"Totaal hybrides";"2024 februari*";0
"Snorfiets";"Totaal hybrides";"2024 maart*";1
"Snorfiets";"Totaal hybrides";"2024 april*";0
"Snorfiets";"Totaal hybrides";"2024 mei*";0
"Snorfiets";"Totaal hybrides";"2024 juni*";0
"Snorfiets";"Totaal hybrides";"2024 juli*";0
"Snorfiets";"Totaal hybrides";"2024 augustus*";0
"Snorfiets";"Totaal hybrides";"2024 september*";0
"Snorfiets";"Totaal hybrides";"2024 oktober*";0
"Snorfiets";"Totaal hybrides";"2024 november*";0
"Snorfiets";"Totaal hybrides";"2024 december*";0
"Snorfiets";"Totaal hybrides";"2025 januari*";0
"Snorfiets";"Totaal hybrides";"2025 februari*";0
"Snorfiets";"Totaal hybrides";"2025 maart*";0
"Snorfiets";"Totaal hybrides";"2025 april*";0
"Snorfiets";"Totaal hybrides";"2025 mei*";0
"Snorfiets";"Totaal hybrides";"2025 juni*";0
"Snorfiets";"Totaal hybrides";"2025 juli*";0
"Snorfiets";"Totaal hybrides";"2025 augustus*";0
"Snorfiets";"Totaal hybrides";"2025 september*";0
"Snorfiets";"Overige/onbekende brandstof";"2021 januari";1
"Snorfiets";"Overige/onbekende brandstof";"2021 februari";1
"Snorfiets";"Overige/onbekende brandstof";"2021 maart";1
"Snorfiets";"Overige/onbekende brandstof";"2021 april";0
"Snorfiets";"Overige/onbekende brandstof";"2021 mei";0
"Snorfiets";"Overige/onbekende brandstof";"2021 juni";0
"Snorfiets";"Overige/onbekende brandstof";"2021 juli";0
"Snorfiets";"Overige/onbekende brandstof";"2021 augustus";0
"Snorfiets";"Overige/onbekende brandstof";"2021 september";0
"Snorfiets";"Overige/onbekende brandstof";"2021 oktober";0
"Snorfiets";"Overige/onbekende brandstof";"2021 november";0
"Snorfiets";"Overige/onbekende brandstof";"2021 december";0
"Snorfiets";"Overige/onbekende brandstof";"2022 januari*";1
"Snorfiets";"Overige/onbekende brandstof";"2022 februari*";0
"Snorfiets";"Overige/onbekende brandstof";"2022 maart*";1
"Snorfiets";"Overige/onbekende brandstof";"2022 april*";0
"Snorfiets";"Overige/onbekende brandstof";"2022 mei*";0
"Snorfiets";"Overige/onbekende brandstof";"2022 juni*";0
"Snorfiets";"Overige/onbekende brandstof";"2022 juli*";1
"Snorfiets";"Overige/onbekende brandstof";"2022 augustus*";0
"Snorfiets";"Overige/onbekende brandstof";"2022 september*";2
"Snorfiets";"Overige/onbekende brandstof";"2022 oktober*";5
"Snorfiets";"Overige/onbekende brandstof";"2022 november*";3
"Snorfiets";"Overige/onbekende brandstof";"2022 december*";1
"Snorfiets";"Overige/onbekende brandstof";"2023 januari*";3
"Snorfiets";"Overige/onbekende brandstof";"2023 februari*";2
"Snorfiets";"Overige/onbekende brandstof";"2023 maart*";3
"Snorfiets";"Overige/onbekende brandstof";"2023 april*";9
"Snorfiets";"Overige/onbekende brandstof";"2023 mei*";5
"Snorfiets";"Overige/onbekende brandstof";"2023 juni*";7
"Snorfiets";"Overige/onbekende brandstof";"2023 juli*";6
"Snorfiets";"Overige/onbekende brandstof";"2023 augustus*";4
"Snorfiets";"Overige/onbekende brandstof";"2023 september*";5
"Snorfiets";"Overige/onbekende brandstof";"2023 oktober*";3
"Snorfiets";"Overige/onbekende brandstof";"2023 november*";2
"Snorfiets";"Overige/onbekende brandstof";"2023 december*";1
"Snorfiets";"Overige/onbekende brandstof";"2024 januari*";0
"Snorfiets";"Overige/onbekende brandstof";"2024 februari*";2
"Snorfiets";"Overige/onbekende brandstof";"2024 maart*";5
"Snorfiets";"Overige/onbekende brandstof";"2024 april*";7
"Snorfiets";"Overige/onbekende brandstof";"2024 mei*";7
"Snorfiets";"Overige/onbekende brandstof";"2024 juni*";12
"Snorfiets";"Overige/onbekende brandstof";"2024 juli*";7
"Snorfiets";"Overige/onbekende brandstof";"2024 augustus*";4
"Snorfiets";"Overige/onbekende brandstof";"2024 september*";6
"Snorfiets";"Overige/onbekende brandstof";"2024 oktober*";3
"Snorfiets";"Overige/onbekende brandstof";"2024 november*";2
"Snorfiets";"Overige/onbekende brandstof";"2024 december*";2
"Snorfiets";"Overige/onbekende brandstof";"2025 januari*";4
"Snorfiets";"Overige/onbekende brandstof";"2025 februari*";4
"Snorfiets";"Overige/onbekende brandstof";"2025 maart*";7
"Snorfiets";"Overige/onbekende brandstof";"2025 april*";6
"Snorfiets";"Overige/onbekende brandstof";"2025 mei*";5
"Snorfiets";"Overige/onbekende brandstof";"2025 juni*";5
"Snorfiets";"Overige/onbekende brandstof";"2025 juli*";7
"Snorfiets";"Overige/onbekende brandstof";"2025 augustus*";2
"Snorfiets";"Overige/onbekende brandstof";"2025 september*";3
"Brommobiel";"Totaal";"2021 januari";798
"Brommobiel";"Totaal";"2021 februari";674
"Brommobiel";"Totaal";"2021 maart";800
"Brommobiel";"Totaal";"2021 april";823
"Brommobiel";"Totaal";"2021 mei";839
"Brommobiel";"Totaal";"2021 juni";785
"Brommobiel";"Totaal";"2021 juli";846
"Brommobiel";"Totaal";"2021 augustus";713
"Brommobiel";"Totaal";"2021 september";926
"Brommobiel";"Totaal";"2021 oktober";893
"Brommobiel";"Totaal";"2021 november";838
"Brommobiel";"Totaal";"2021 december";748
"Brommobiel";"Totaal";"2022 januari*";815
"Brommobiel";"Totaal";"2022 februari*";744
"Brommobiel";"Totaal";"2022 maart*";773
"Brommobiel";"Totaal";"2022 april*";740
"Brommobiel";"Totaal";"2022 mei*";813
"Brommobiel";"Totaal";"2022 juni*";805
"Brommobiel";"Totaal";"2022 juli*";730
"Brommobiel";"Totaal";"2022 augustus*";705
"Brommobiel";"Totaal";"2022 september*";891
"Brommobiel";"Totaal";"2022 oktober*";874
"Brommobiel";"Totaal";"2022 november*";915
"Brommobiel";"Totaal";"2022 december*";839
"Brommobiel";"Totaal";"2023 januari*";853
"Brommobiel";"Totaal";"2023 februari*";956
"Brommobiel";"Totaal";"2023 maart*";1007
"Brommobiel";"Totaal";"2023 april*";833
"Brommobiel";"Totaal";"2023 mei*";895
"Brommobiel";"Totaal";"2023 juni*";956
"Brommobiel";"Totaal";"2023 juli*";921
"Brommobiel";"Totaal";"2023 augustus*";934
"Brommobiel";"Totaal";"2023 september*";1004
"Brommobiel";"Totaal";"2023 oktober*";1041
"Brommobiel";"Totaal";"2023 november*";997
"Brommobiel";"Totaal";"2023 december*";936
"Brommobiel";"Totaal";"2024 januari*";954
"Brommobiel";"Totaal";"2024 februari*";933
"Brommobiel";"Totaal";"2024 maart*";1020
"Brommobiel";"Totaal";"2024 april*";879
"Brommobiel";"Totaal";"2024 mei*";954
"Brommobiel";"Totaal";"2024 juni*";947
"Brommobiel";"Totaal";"2024 juli*";1113
"Brommobiel";"Totaal";"2024 augustus*";1070
"Brommobiel";"Totaal";"2024 september*";1107
"Brommobiel";"Totaal";"2024 oktober*";1302
"Brommobiel";"Totaal";"2024 november*";1152
"Brommobiel";"Totaal";"2024 december*";1264
"Brommobiel";"Totaal";"2025 januari*";1336
"Brommobiel";"Totaal";"2025 februari*";1212
"Brommobiel";"Totaal";"2025 maart*";1255
"Brommobiel";"Totaal";"2025 april*";1195
"Brommobiel";"Totaal";"2025 mei*";1453
"Brommobiel";"Totaal";"2025 juni*";1269
"Brommobiel";"Totaal";"2025 juli*";1297
"Brommobiel";"Totaal";"2025 augustus*";1218
"Brommobiel";"Totaal";"2025 september*";1582
"Brommobiel";"Benzine";"2021 januari";51
"Brommobiel";"Benzine";"2021 februari";51
"Brommobiel";"Benzine";"2021 maart";40
"Brommobiel";"Benzine";"2021 april";57
"Brommobiel";"Benzine";"2021 mei";52
"Brommobiel";"Benzine";"2021 juni";41
"Brommobiel";"Benzine";"2021 juli";34
"Brommobiel";"Benzine";"2021 augustus";39
"Brommobiel";"Benzine";"2021 september";54
"Brommobiel";"Benzine";"2021 oktober";40
"Brommobiel";"Benzine";"2021 november";33
"Brommobiel";"Benzine";"2021 december";23
"Brommobiel";"Benzine";"2022 januari*";44
"Brommobiel";"Benzine";"2022 februari*";27
"Brommobiel";"Benzine";"2022 maart*";41
"Brommobiel";"Benzine";"2022 april*";54
"Brommobiel";"Benzine";"2022 mei*";49
"Brommobiel";"Benzine";"2022 juni*";43
"Brommobiel";"Benzine";"2022 juli*";43
"Brommobiel";"Benzine";"2022 augustus*";42
"Brommobiel";"Benzine";"2022 september*";45
"Brommobiel";"Benzine";"2022 oktober*";45
"Brommobiel";"Benzine";"2022 november*";31
"Brommobiel";"Benzine";"2022 december*";33
"Brommobiel";"Benzine";"2023 januari*";28
"Brommobiel";"Benzine";"2023 februari*";31
"Brommobiel";"Benzine";"2023 maart*";30
"Brommobiel";"Benzine";"2023 april*";37
"Brommobiel";"Benzine";"2023 mei*";48
"Brommobiel";"Benzine";"2023 juni*";51
"Brommobiel";"Benzine";"2023 juli*";36
"Brommobiel";"Benzine";"2023 augustus*";41
"Brommobiel";"Benzine";"2023 september*";40
"Brommobiel";"Benzine";"2023 oktober*";31
"Brommobiel";"Benzine";"2023 november*";26
"Brommobiel";"Benzine";"2023 december*";16
"Brommobiel";"Benzine";"2024 januari*";27
"Brommobiel";"Benzine";"2024 februari*";26
"Brommobiel";"Benzine";"2024 maart*";30
"Brommobiel";"Benzine";"2024 april*";28
"Brommobiel";"Benzine";"2024 mei*";42
"Brommobiel";"Benzine";"2024 juni*";30
"Brommobiel";"Benzine";"2024 juli*";30
"Brommobiel";"Benzine";"2024 augustus*";51
"Brommobiel";"Benzine";"2024 september*";42
"Brommobiel";"Benzine";"2024 oktober*";29
"Brommobiel";"Benzine";"2024 november*";24
"Brommobiel";"Benzine";"2024 december*";23
"Brommobiel";"Benzine";"2025 januari*";31
"Brommobiel";"Benzine";"2025 februari*";22
"Brommobiel";"Benzine";"2025 maart*";19
"Brommobiel";"Benzine";"2025 april*";18
"Brommobiel";"Benzine";"2025 mei*";32
"Brommobiel";"Benzine";"2025 juni*";34
"Brommobiel";"Benzine";"2025 juli*";23
"Brommobiel";"Benzine";"2025 augustus*";33
"Brommobiel";"Benzine";"2025 september*";26
"Brommobiel";"Diesel";"2021 januari";679
"Brommobiel";"Diesel";"2021 februari";557
"Brommobiel";"Diesel";"2021 maart";673
"Brommobiel";"Diesel";"2021 april";688
"Brommobiel";"Diesel";"2021 mei";682
"Brommobiel";"Diesel";"2021 juni";666
"Brommobiel";"Diesel";"2021 juli";747
"Brommobiel";"Diesel";"2021 augustus";598
"Brommobiel";"Diesel";"2021 september";765
"Brommobiel";"Diesel";"2021 oktober";735
"Brommobiel";"Diesel";"2021 november";680
"Brommobiel";"Diesel";"2021 december";642
"Brommobiel";"Diesel";"2022 januari*";668
"Brommobiel";"Diesel";"2022 februari*";606
"Brommobiel";"Diesel";"2022 maart*";627
"Brommobiel";"Diesel";"2022 april*";577
"Brommobiel";"Diesel";"2022 mei*";601
"Brommobiel";"Diesel";"2022 juni*";636
"Brommobiel";"Diesel";"2022 juli*";582
"Brommobiel";"Diesel";"2022 augustus*";551
"Brommobiel";"Diesel";"2022 september*";701
"Brommobiel";"Diesel";"2022 oktober*";662
"Brommobiel";"Diesel";"2022 november*";700
"Brommobiel";"Diesel";"2022 december*";641
"Brommobiel";"Diesel";"2023 januari*";669
"Brommobiel";"Diesel";"2023 februari*";652
"Brommobiel";"Diesel";"2023 maart*";713
"Brommobiel";"Diesel";"2023 april*";601
"Brommobiel";"Diesel";"2023 mei*";619
"Brommobiel";"Diesel";"2023 juni*";630
"Brommobiel";"Diesel";"2023 juli*";590
"Brommobiel";"Diesel";"2023 augustus*";632
"Brommobiel";"Diesel";"2023 september*";651
"Brommobiel";"Diesel";"2023 oktober*";711
"Brommobiel";"Diesel";"2023 november*";683
"Brommobiel";"Diesel";"2023 december*";653
"Brommobiel";"Diesel";"2024 januari*";716
"Brommobiel";"Diesel";"2024 februari*";711
"Brommobiel";"Diesel";"2024 maart*";749
"Brommobiel";"Diesel";"2024 april*";657
"Brommobiel";"Diesel";"2024 mei*";688
"Brommobiel";"Diesel";"2024 juni*";635
"Brommobiel";"Diesel";"2024 juli*";646
"Brommobiel";"Diesel";"2024 augustus*";624
"Brommobiel";"Diesel";"2024 september*";682
"Brommobiel";"Diesel";"2024 oktober*";855
"Brommobiel";"Diesel";"2024 november*";725
"Brommobiel";"Diesel";"2024 december*";865
"Brommobiel";"Diesel";"2025 januari*";827
"Brommobiel";"Diesel";"2025 februari*";664
"Brommobiel";"Diesel";"2025 maart*";672
"Brommobiel";"Diesel";"2025 april*";681
"Brommobiel";"Diesel";"2025 mei*";702
"Brommobiel";"Diesel";"2025 juni*";696
"Brommobiel";"Diesel";"2025 juli*";703
"Brommobiel";"Diesel";"2025 augustus*";626
"Brommobiel";"Diesel";"2025 september*";731
"Brommobiel";"Lpg";"2021 januari";0
"Brommobiel";"Lpg";"2021 februari";0
"Brommobiel";"Lpg";"2021 maart";0
"Brommobiel";"Lpg";"2021 april";0
"Brommobiel";"Lpg";"2021 mei";0
"Brommobiel";"Lpg";"2021 juni";0
"Brommobiel";"Lpg";"2021 juli";0
"Brommobiel";"Lpg";"2021 augustus";0
"Brommobiel";"Lpg";"2021 september";0
"Brommobiel";"Lpg";"2021 oktober";0
"Brommobiel";"Lpg";"2021 november";0
"Brommobiel";"Lpg";"2021 december";0
"Brommobiel";"Lpg";"2022 januari*";0
"Brommobiel";"Lpg";"2022 februari*";0
"Brommobiel";"Lpg";"2022 maart*";0
"Brommobiel";"Lpg";"2022 april*";0
"Brommobiel";"Lpg";"2022 mei*";0
"Brommobiel";"Lpg";"2022 juni*";0
"Brommobiel";"Lpg";"2022 juli*";0
"Brommobiel";"Lpg";"2022 augustus*";0
"Brommobiel";"Lpg";"2022 september*";0
"Brommobiel";"Lpg";"2022 oktober*";0
"Brommobiel";"Lpg";"2022 november*";0
"Brommobiel";"Lpg";"2022 december*";0
"Brommobiel";"Lpg";"2023 januari*";0
"Brommobiel";"Lpg";"2023 februari*";0
"Brommobiel";"Lpg";"2023 maart*";0
"Brommobiel";"Lpg";"2023 april*";0
"Brommobiel";"Lpg";"2023 mei*";0
"Brommobiel";"Lpg";"2023 juni*";0
"Brommobiel";"Lpg";"2023 juli*";0
"Brommobiel";"Lpg";"2023 augustus*";0
"Brommobiel";"Lpg";"2023 september*";0
"Brommobiel";"Lpg";"2023 oktober*";0
"Brommobiel";"Lpg";"2023 november*";0
"Brommobiel";"Lpg";"2023 december*";0
"Brommobiel";"Lpg";"2024 januari*";0
"Brommobiel";"Lpg";"2024 februari*";0
"Brommobiel";"Lpg";"2024 maart*";0
"Brommobiel";"Lpg";"2024 april*";0
"Brommobiel";"Lpg";"2024 mei*";0
"Brommobiel";"Lpg";"2024 juni*";0
"Brommobiel";"Lpg";"2024 juli*";0
"Brommobiel";"Lpg";"2024 augustus*";0
"Brommobiel";"Lpg";"2024 september*";0
"Brommobiel";"Lpg";"2024 oktober*";0
"Brommobiel";"Lpg";"2024 november*";0
"Brommobiel";"Lpg";"2024 december*";0
"Brommobiel";"Lpg";"2025 januari*";0
"Brommobiel";"Lpg";"2025 februari*";0
"Brommobiel";"Lpg";"2025 maart*";0
"Brommobiel";"Lpg";"2025 april*";0
"Brommobiel";"Lpg";"2025 mei*";0
"Brommobiel";"Lpg";"2025 juni*";0
"Brommobiel";"Lpg";"2025 juli*";0
"Brommobiel";"Lpg";"2025 augustus*";0
"Brommobiel";"Lpg";"2025 september*";0
"Brommobiel";"Full elektric (BEV)";"2021 januari";68
"Brommobiel";"Full elektric (BEV)";"2021 februari";66
"Brommobiel";"Full elektric (BEV)";"2021 maart";87
"Brommobiel";"Full elektric (BEV)";"2021 april";78
"Brommobiel";"Full elektric (BEV)";"2021 mei";105
"Brommobiel";"Full elektric (BEV)";"2021 juni";78
"Brommobiel";"Full elektric (BEV)";"2021 juli";65
"Brommobiel";"Full elektric (BEV)";"2021 augustus";76
"Brommobiel";"Full elektric (BEV)";"2021 september";107
"Brommobiel";"Full elektric (BEV)";"2021 oktober";118
"Brommobiel";"Full elektric (BEV)";"2021 november";125
"Brommobiel";"Full elektric (BEV)";"2021 december";83
"Brommobiel";"Full elektric (BEV)";"2022 januari*";103
"Brommobiel";"Full elektric (BEV)";"2022 februari*";111
"Brommobiel";"Full elektric (BEV)";"2022 maart*";105
"Brommobiel";"Full elektric (BEV)";"2022 april*";109
"Brommobiel";"Full elektric (BEV)";"2022 mei*";163
"Brommobiel";"Full elektric (BEV)";"2022 juni*";126
