,Jaar_Maand,Product,Label_Naam,Beginstand,Jaarpremie_Beginstand,Eindstand,Jaarpremie_Eindstand,NewBusiness,Jaarpremie_NewBusiness,Royementen,Geroyeerde_Jaarpremie,Prolongaties,Jaarpremie_voor_Prolongatie,Jaarpremie_na_Prolongatie,Mutaties,Jaarpremie_voor_Mutatie,Jaarpremie_na_Mutatie,Gemiddelde_Jaarpremie_Beginstand,Gemiddelde_Jaarpremie_Eindstand,Jaarpremie_Prolongatie,Gemiddelde_Jaarpremie_voor_Prolongatie,Gemiddelde_Jaarpremie_na_Prolongatie,CBS_Autoverkopen_Totaal,CPI_Verzekeringen_Vervoer,Jaarmutatie_CPI_Verzekeringen_Vervoer,CPI_Nieuwe_Autos,Jaarmutatie_CPI_Nieuwe_Autos,CPI_Tweedehands_Autos,Jaarmutatie_CPI_Tweedehands_Autos,CPI_Onderhoud_en_Reparatie_Privevoertuigen,Jaarmutatie_CPI_Onderhoud_en_Reparatie_Privevoertuigen,CPI_Brandstoffen,Jaarmutatie_CPI_Brandstoffen
1229,201501,Auto Particulier,Kia Polis,594,314536.89,706,369392.49,123,60553.42,11,7432.66,0,0.0,0.0,91,42667.2,44324.06,529.523383,523.218824,0.0,0.0,0.0,284629,99.66,3.8,100.16,2.7,99.16,1.8,100.08,0.7,95.24,-13.7
1230,201502,Auto Particulier,Kia Polis,706,369392.49,792,408356.6,98,44162.3,10,6004.9,12,6602.37,6341.21,75,33889.87,35607.31,523.218824,515.601767,-261.16,550.1975,528.434166,243121,99.68,3.9,100.03,2.4,98.98,1.5,98.66,-0.6,98.65,-10.8
1231,201503,Auto Particulier,Kia Polis,792,408356.6,887,455207.16,107,52602.46,11,5737.9,25,14438.44,13396.7,74,36966.34,37994.08,515.601767,513.198602,-1041.74,577.5376,535.868,257217,99.76,3.9,100.05,2.7,99.81,1.6,99.59,0.3,102.62,-6.6
1232,201504,Auto Particulier,Kia Polis,887,455207.16,978,498630.98,95,44910.91,4,2348.73,53,29446.03,29076.79,76,38376.86,39521.52,513.198602,509.847627,-369.24,555.585471,548.618679,247228,99.79,3.8,99.63,2.6,99.42,2.1,99.9,0.9,103.91,-7.1
1233,201505,Auto Particulier,Kia Polis,978,498630.98,1064,545924.18,92,48867.34,6,2851.83,39,19184.22,18958.02,64,33569.57,34655.93,509.847627,513.086635,-226.2,491.903076,486.103076,244140,99.79,3.7,99.52,2.5,99.57,2.5,99.85,0.9,105.58,-5.9
1234,201506,Auto Particulier,Kia Polis,1064,545924.18,1164,594095.18,108,52092.16,7,3672.61,59,31386.16,30789.1,89,45089.6,45438.11,513.086635,510.391048,-597.06,531.968813,521.849152,272186,99.84,3.7,99.75,3.1,100.66,3.6,100.09,1.3,105.97,-6.7
1235,201507,Auto Particulier,Kia Polis,1164,594095.18,1453,730319.45,298,140996.18,9,4258.91,55,29731.86,28868.83,135,67737.42,68218.34,510.391048,502.628664,-863.03,540.579272,524.887818,260815,100.09,3.9,99.73,3.2,99.55,1.6,100.25,1.4,105.52,-6.8
1236,201508,Auto Particulier,Kia Polis,1453,730319.45,1691,842671.77,251,117199.75,11,5929.63,54,29527.78,29368.72,136,66629.96,69167.44,502.628664,498.32748,-159.06,546.81074,543.865185,232190,100.12,4.2,99.73,2.7,99.88,0.7,100.11,1.0,100.42,-9.7
1237,201509,Auto Particulier,Kia Polis,1691,842671.77,1944,968865.72,264,129581.62,11,7322.46,47,23714.85,23125.23,114,59307.46,63831.87,498.32748,498.387716,-589.62,504.571276,492.02617,255645,100.24,3.3,100.27,3.5,100.41,1.6,100.17,1.0,96.83,-13.5
1238,201510,Auto Particulier,Kia Polis,1944,968865.72,2200,1084177.54,269,122118.44,13,7972.21,72,33848.24,33536.49,115,58360.37,59837.71,498.387716,492.807972,-311.75,470.114444,465.784583,271074,100.21,2.3,100.31,3.4,100.54,1.8,100.27,1.0,95.32,-12.4
1239,201511,Auto Particulier,Kia Polis,2200,1084177.54,2477,1215180.07,293,138779.78,14,7664.31,63,31833.22,31642.47,115,55136.43,56230.77,492.807972,490.585413,-190.75,505.289206,502.261428,255282,100.32,2.3,100.4,3.5,100.98,2.0,100.26,0.6,96.82,-8.6
1240,201512,Auto Particulier,Kia Polis,2477,1215180.07,2664,1306461.65,210,104968.21,24,14733.6,39,20316.71,19529.38,86,47844.14,49063.91,490.585413,490.413532,-787.33,520.941282,500.753333,294494,100.5,2.5,100.4,3.5,101.05,1.5,100.77,1.0,93.12,-7.1
1241,201601,Auto Particulier,Kia Polis,2664,1306461.65,3039,1489165.95,396,188091.05,20,8653.92,101,50852.45,51506.66,178,88709.47,91149.34,490.413532,490.01841,654.21,503.489603,509.96693,277579,100.7,1.0,101.82,1.7,100.27,1.1,101.41,1.3,90.5,-5.0
1242,201602,Auto Particulier,Kia Polis,3039,1489165.95,3237,1580662.36,229,107159.75,29,14836.32,88,40428.05,39444.46,102,49579.72,49870.72,490.01841,488.310892,-983.59,459.409659,448.2325,262034,100.38,0.7,101.7,1.7,100.13,1.2,102.03,3.4,88.61,-10.2
1243,201603,Auto Particulier,Kia Polis,3237,1580662.36,3433,1674272.79,223,106773.21,25,13793.3,118,61429.27,62758.15,117,65835.84,65387.96,488.310892,487.699618,1328.88,520.587033,531.848728,278227,100.61,0.9,101.76,1.7,100.37,0.6,101.53,1.9,90.14,-12.2
1244,201604,Auto Particulier,Kia Polis,3433,1674272.79,3630,1765978.26,227,104433.67,30,15540.13,128,64301.6,63526.09,95,49849.47,53520.94,487.699618,486.495388,-775.51,502.35625,496.297578,264313,103.44,3.7,101.75,2.1,100.69,1.3,102.68,2.8,93.06,-10.4
1245,201605,Auto Particulier,Kia Polis,3630,1765978.26,3850,1869600.2,263,124533.79,40,18770.34,123,65028.2,66699.67,136,69177.83,66405.82,486.495388,485.610441,1671.47,528.684552,542.273739,253759,102.21,2.4,101.81,2.3,100.87,1.3,102.48,2.6,95.32,-9.7
1246,201606,Auto Particulier,Kia Polis,3850,1869600.2,4071,1978712.3,255,125185.6,32,15387.26,147,74406.77,74128.52,122,65570.31,65846.62,485.610441,486.050675,-278.25,506.168503,504.275646,293318,102.47,2.6,101.96,2.2,101.01,0.3,102.45,2.4,97.0,-8.5
1247,201607,Auto Particulier,Kia Polis,4071,1978712.3,4123,2002821.93,96,47527.47,41,22351.2,299,142345.16,141324.24,121,56747.24,57229.48,486.050675,485.768113,-1020.92,476.070769,472.656321,264924,102.5,2.4,102.11,2.4,101.61,2.1,102.02,1.8,94.22,-10.7
1248,201608,Auto Particulier,Kia Polis,4123,2002821.93,4164,2027407.08,93,51013.08,48,25190.52,268,128021.63,127094.41,88,47229.71,48415.7,485.768113,486.889308,-927.22,477.692649,474.232873,239804,102.5,2.4,102.15,2.4,102.26,2.4,102.21,2.1,93.42,-7.0
1249,201609,Auto Particulier,Kia Polis,4164,2027407.08,4218,2058805.75,93,49939.68,39,18955.97,266,134086.27,133259.82,102,53944.16,56050.57,486.889308,488.099988,-826.45,504.083721,500.976766,257549,102.22,2.0,102.13,1.9,102.4,2.0,102.02,1.8,95.21,-1.7
1250,201610,Auto Particulier,Kia Polis,4218,2058805.75,4302,2110593.0,117,62263.41,34,15586.62,292,135465.38,136610.75,140,67006.29,70425.31,488.099988,490.607391,1145.37,463.922534,467.845034,264286,102.23,2.0,102.05,1.7,102.41,1.9,103.14,2.9,97.39,2.2
1251,201611,Auto Particulier,Kia Polis,4302,2110593.0,4382,2158519.97,133,72179.32,53,25084.94,300,143299.83,142397.93,141,72637.7,73599.21,490.607391,492.587852,-901.9,477.6661,474.659766,260395,102.23,1.9,101.61,1.2,102.08,1.1,103.88,3.6,96.56,-0.3
1252,201612,Auto Particulier,Kia Polis,4382,2158519.97,4433,2184997.13,86,46282.04,31,17166.14,209,104777.84,103904.04,108,59851.43,59335.58,492.587852,492.893555,-873.8,501.329377,497.148516,260253,104.29,3.8,101.61,1.2,102.7,1.6,103.83,3.0,99.92,7.3
1253,201701,Auto Particulier,Kia Polis,4433,2184997.13,4494,2222158.45,120,64923.42,55,25459.68,430,211438.72,210219.54,179,93265.85,94140.21,492.893555,494.472285,-1219.18,491.717953,488.882651,293648,105.38,4.6,103.62,1.8,103.2,2.9,103.19,1.8,101.2,11.8
1254,201702,Auto Particulier,Kia Polis,4494,2222158.45,4530,2238778.75,88,45041.93,52,27625.47,269,123246.19,123087.25,114,54341.58,54927.03,494.472285,494.211644,-158.94,458.164275,457.57342,258559,107.19,6.8,103.64,1.9,102.83,2.7,104.21,2.1,102.06,15.2
1255,201703,Auto Particulier,Kia Polis,4530,2238778.75,4565,2260469.16,87,46287.0,48,24203.24,294,146547.89,146769.8,113,56504.3,57754.58,494.211644,495.173967,221.91,498.46221,499.217006,290407,107.16,6.5,103.45,1.7,102.86,2.5,103.73,2.2,100.05,11.0
1256,201704,Auto Particulier,Kia Polis,4565,2260469.16,4595,2277253.7,88,43724.73,57,28301.65,300,145458.5,145937.44,159,76849.14,77070.62,495.173967,495.593841,478.94,484.861666,486.458133,247092,107.17,3.6,103.49,1.7,102.98,2.3,102.45,-0.2,101.43,9.0
1257,201705,Auto Particulier,Kia Polis,4595,2277253.7,4599,2281558.74,70,36647.46,63,29814.02,324,156485.91,155088.56,140,64558.86,64848.94,495.593841,496.098878,-1397.35,482.981203,478.668395,280324,106.09,3.8,104.2,2.3,103.12,2.2,101.88,-0.6,98.63,3.5
1258,201706,Auto Particulier,Kia Polis,4599,2281558.74,4608,2294607.51,54,29731.95,43,22682.04,335,165864.27,175226.38,147,79931.17,78912.28,496.098878,497.961699,9362.11,495.117223,523.06382,289854,108.57,6.0,104.31,2.3,103.06,2.0,100.42,-2.0,97.04,0.0
1259,201707,Auto Particulier,Kia Polis,4608,2294607.51,4627,2316385.9,72,41341.15,54,28090.66,344,165192.01,172113.49,163,85973.13,88186.17,497.961699,500.623708,6921.48,480.209331,500.329912,275438,108.57,5.9,104.55,2.4,103.05,1.4,98.55,-3.4,96.69,2.6
1260,201708,Auto Particulier,Kia Polis,4627,2316385.9,4636,2334626.81,65,37321.8,53,27633.84,298,149965.33,158084.65,149,74400.54,76276.0,500.623708,503.586455,8119.32,503.239362,530.485402,255378,108.9,6.2,104.6,2.4,103.1,0.8,99.25,-2.9,98.09,5.0
1261,201709,Auto Particulier,Kia Polis,4636,2334626.81,4647,2350132.13,59,32884.26,46,23305.41,305,155276.26,161716.43,145,78224.73,78036.83,503.586455,505.731037,6440.17,509.102491,530.217803,268701,108.9,6.5,104.63,2.4,103.2,0.8,100.41,-1.6,100.22,5.3
1262,201710,Auto Particulier,Kia Polis,4647,2350132.13,4650,2363741.49,59,32876.97,51,25885.05,359,173344.97,182126.57,134,78179.52,78309.77,505.731037,508.331503,8781.6,482.855069,507.31635,274231,111.15,8.7,104.91,2.8,103.57,1.1,101.74,-1.4,99.33,2.0
1263,201711,Auto Particulier,Kia Polis,4650,2363741.49,4679,2390135.23,89,51324.27,56,30968.99,354,177556.32,183698.96,143,74846.38,76617.4,508.331503,510.821805,6142.64,501.571525,518.923615,273254,111.51,9.1,105.23,3.6,103.4,1.3,101.55,-2.2,102.43,6.1
1264,201712,Auto Particulier,Kia Polis,4679,2390135.23,4696,2404814.4,66,37235.14,40,20583.58,256,127980.82,131310.14,111,60255.31,59313.57,510.821805,512.098466,3329.32,499.925078,512.930234,234953,111.61,7.0,105.23,3.6,103.15,0.4,101.43,-2.3,101.43,1.5
1265,201801,Auto Particulier,Kia Polis,4696,2404814.4,4911,2521942.71,280,132379.95,60,27686.86,477,237926.28,251088.19,196,103185.42,105459.29,512.098466,513.529364,13161.91,498.797232,526.390335,312471,113.46,7.7,107.02,3.3,102.59,-0.6,99.79,-3.3,103.25,2.0
1266,201802,Auto Particulier,Kia Polis,4911,2521942.71,4927,2544195.79,70,41564.88,51,28263.82,313,148480.27,158371.56,121,61530.23,61543.99,513.529364,516.37828,9891.29,474.377859,505.979424,264207,113.46,5.8,107.02,3.3,102.27,-0.5,98.82,-5.2,101.35,-0.7
1267,201803,Auto Particulier,Kia Polis,4927,2544195.79,4962,2574623.64,97,54275.95,56,28513.46,309,154786.06,162445.89,112,61651.79,61125.8,516.37828,518.868125,7659.83,500.92576,525.714854,300625,112.99,5.4,107.48,3.9,102.27,-0.6,100.86,-2.8,100.36,0.3
1268,201804,Auto Particulier,Kia Polis,4962,2574623.64,4987,2601683.63,82,48297.05,48,26602.76,316,150788.7,158018.47,123,62926.05,65294.37,518.868125,521.693128,7229.77,477.17943,500.058449,255139,113.04,5.5,107.68,4.0,102.35,-0.6,102.28,-0.2,104.23,2.8
1269,201805,Auto Particulier,Kia Polis,4987,2601683.63,5003,2622323.76,68,40602.07,51,27387.73,326,159590.57,167356.4,102,56393.21,57601.9,521.693128,524.150261,7765.83,489.541625,513.36319,276699,112.75,6.3,108.66,4.3,101.66,-1.4,102.82,0.9,108.24,9.7
1270,201806,Auto Particulier,Kia Polis,5003,2622323.76,5012,2634095.91,70,41622.43,57,29975.45,328,171080.48,171857.82,102,57692.07,57898.26,524.150261,525.557843,777.34,521.586829,523.956768,303763,113.03,4.1,108.56,4.1,102.41,-0.6,103.24,2.8,107.94,11.2
1271,201807,Auto Particulier,Kia Polis,5012,2634095.91,5026,2646878.8,84,47027.49,64,32464.39,355,181214.63,180391.2,106,56116.18,58389.04,525.557843,526.637246,-823.43,510.463746,508.144225,277713,113.08,4.2,108.67,3.9,101.77,-1.2,102.12,3.6,107.85,11.5
1272,201808,Auto Particulier,Kia Polis,5026,2646878.8,5033,2650981.07,73,38611.68,58,29222.25,321,172506.62,173274.33,93,51364.43,48076.95,526.637246,526.719862,767.71,537.4038,539.79542,266203,111.73,2.6,109.71,4.9,101.67,-1.4,103.05,3.8,109.03,11.2
1273,201809,Auto Particulier,Kia Polis,5033,2650981.07,5055,2660386.85,73,37807.94,49,28681.74,320,169024.72,169215.95,112,63497.87,64691.59,526.719862,526.288199,191.23,528.20225,528.799843,257021,113.02,3.8,109.94,5.1,101.57,-1.6,103.72,3.3,109.39,9.1
1274,201810,Auto Particulier,Kia Polis,5055,2660386.85,5060,2666385.12,75,45426.62,66,36794.02,358,184755.55,185004.37,116,62532.67,63279.85,526.288199,526.953581,248.82,516.076955,516.771983,273113,113.41,2.0,110.03,4.9,101.32,-2.2,105.81,4.0,108.89,9.6
1275,201811,Auto Particulier,Kia Polis,5060,2666385.12,5057,2666160.32,64,38380.81,62,36762.32,395,211454.12,213746.16,148,86547.36,83874.7,526.953581,527.221736,2292.04,535.326886,541.129518,269241,113.56,1.8,109.97,4.5,101.13,-2.2,105.52,3.9,104.38,1.9
1276,201812,Auto Particulier,Kia Polis,5057,2666160.32,5050,2664785.08,48,27849.42,53,26476.52,278,147160.21,146993.21,91,48744.55,48040.14,527.221736,527.680213,-167.0,529.353273,528.752553,231944,109.35,-2.0,110.08,4.6,101.85,-1.3,104.55,3.1,99.33,-2.1
1277,201901,Auto Particulier,Kia Polis,5050,2664785.08,5057,2673051.64,79,44108.98,64,35159.68,641,321232.17,325391.33,241,127131.66,126450.69,527.680213,528.584465,4159.16,501.14223,507.63078,294291,109.67,-3.3,110.93,3.7,100.39,-2.1,106.4,6.6,101.25,-1.9
1278,201902,Auto Particulier,Kia Polis,5057,2673051.64,5083,2687823.52,74,42573.3,49,27608.38,335,170763.26,170233.0,148,81491.39,81498.97,528.584465,528.786842,-530.26,509.741074,508.158208,260509,116.51,2.7,110.93,3.7,100.23,-2.0,106.96,8.2,103.63,2.2
1279,201903,Auto Particulier,Kia Polis,5083,2687823.52,5070,2690706.42,54,29806.98,66,30252.97,348,187301.14,192686.19,165,94937.11,93679.4,528.786842,530.711325,5385.05,538.221666,553.695948,278454,118.9,5.2,110.93,3.2,100.16,-2.1,106.43,5.5,106.06,5.7
1280,201904,Auto Particulier,Kia Polis,5070,2690706.42,5059,2694429.0,42,24399.71,50,28513.72,352,183326.37,191729.41,178,104611.13,104044.68,530.711325,532.601106,8403.04,520.813551,544.685823,259102,119.08,5.3,110.89,3.0,100.3,-2.0,107.14,4.8,110.64,6.1
1281,201905,Auto Particulier,Kia Polis,5059,2694429.0,5036,2688755.41,38,22905.1,54,32323.64,346,180867.65,186482.2,142,84038.02,85214.15,532.601106,533.906951,5614.55,522.738872,538.965895,293289,120.21,6.6,110.83,2.0,100.24,-1.4,107.12,4.2,111.94,3.4
1282,201906,Auto Particulier,Kia Polis,5036,2688755.41,5018,2694498.93,34,21773.04,50,25767.25,345,184300.92,194931.18,136,78195.81,78763.13,533.906951,536.966705,10630.26,534.205565,565.017913,270887,120.22,6.4,110.7,2.0,100.73,-1.6,106.66,3.3,107.85,-0.1
1283,201907,Auto Particulier,Kia Polis,5018,2694498.93,4995,2693032.63,44,27283.83,64,35644.59,364,187049.98,194668.65,151,85977.32,87225.02,536.966705,539.145671,7618.67,513.873571,534.803983,275647,119.57,5.7,111.05,2.2,100.57,-1.2,107.26,5.0,108.45,0.6
1284,201908,Auto Particulier,Kia Polis,4995,2693032.63,4979,2688219.61,31,20678.73,45,28219.67,342,181172.01,187005.49,118,70826.6,68696.58,539.145671,539.91155,5833.48,529.742719,546.799678,260591,119.64,7.1,111.41,1.5,100.85,-0.8,107.44,4.3,106.99,-1.9
1285,201909,Auto Particulier,Kia Polis,4979,2688219.61,4954,2679909.51,36,21363.4,59,32048.91,313,164952.32,169699.31,140,80149.13,79221.89,539.91155,540.958722,4746.99,527.004217,542.170319,261902,119.83,6.0,111.45,1.4,101.21,-0.4,107.33,3.5,107.32,-1.9
1286,201910,Auto Particulier,Kia Polis,4954,2679909.51,4946,2685895.27,64,38226.87,67,36190.96,367,195368.07,200473.22,166,92041.89,93915.45,540.958722,543.043928,5105.15,532.338065,546.248555,289994,119.63,5.5,111.55,1.4,101.04,-0.3,108.3,2.4,107.25,-1.5
1287,201911,Auto Particulier,Kia Polis,4946,2685895.27,4944,2697657.24,61,40621.45,58,32709.78,399,214788.47,222543.79,147,93494.35,92314.72,543.043928,545.642645,7755.32,538.316967,557.753859,287130,119.95,5.6,111.91,1.8,101.44,0.3,108.75,3.1,108.07,3.5
1288,201912,Auto Particulier,Kia Polis,4944,2697657.24,4936,2703912.86,40,27597.77,42,23759.94,259,136177.52,141309.12,120,83408.15,83447.31,545.642645,547.794339,5131.6,525.78193,545.595057,268872,119.95,9.7,111.93,1.7,101.19,-0.6,108.6,3.9,108.71,9.4
1289,202001,Auto Particulier,Kia Polis,4936,2703912.86,4941,2728629.98,65,38782.66,52,25497.07,621,314690.98,327802.21,195,119925.53,122382.96,547.794339,552.242456,13111.23,506.74876,527.861851,312175,123.42,12.5,114.12,2.9,101.08,0.7,108.64,2.1,110.97,9.6
1290,202002,Auto Particulier,Kia Polis,4941,2728629.98,4913,2719598.0,38,25133.27,65,38683.88,336,174275.12,180322.65,102,58044.81,57304.25,552.242456,553.551394,6047.53,518.675952,536.674553,274710,123.42,5.9,114.31,3.0,100.82,0.6,108.72,1.6,108.36,4.6
1291,202003,Auto Particulier,Kia Polis,4913,2719598.0,4885,2705488.7,34,20647.32,58,33064.99,336,182575.53,184892.53,88,50088.37,47121.52,553.551394,553.835967,2317.0,543.379553,550.275386,253074,122.94,3.4,114.42,3.1,100.64,0.5,109.18,2.6,101.76,-4.1
1292,202004,Auto Particulier,Kia Polis,4885,2705488.7,4869,2696342.15,31,19440.84,46,27452.64,349,194524.63,195293.1,71,41772.15,40120.33,553.835967,553.777397,768.47,557.377163,559.579083,201158,123.3,3.5,114.63,3.4,101.03,0.7,110.27,2.9,95.84,-13.4
1293,202005,Auto Particulier,Kia Polis,4869,2696342.15,4842,2682767.03,34,21827.12,57,32281.15,319,174315.38,174288.73,82,49350.9,47769.82,553.777397,554.061757,-26.65,546.443197,546.359655,265615,123.3,2.6,114.8,3.6,99.59,-0.6,110.18,2.9,96.12,-14.1
1294,202006,Auto Particulier,Kia Polis,4842,2682767.03,4823,2675290.24,55,36100.92,68,38550.62,307,177809.92,175934.11,97,61586.81,61277.3,554.061757,554.694223,-1875.81,579.185407,573.075276,289671,123.57,2.8,114.8,3.7,99.4,-1.3,110.24,3.4,99.28,-7.9
1295,202007,Auto Particulier,Kia Polis,4823,2675290.24,4829,2685318.06,65,41004.14,56,29052.72,347,190518.86,190644.07,103,62027.42,61569.27,554.694223,556.081602,125.21,549.045706,549.406541,307111,122.74,2.7,115.39,3.9,98.73,-1.8,113.15,5.5,100.73,-7.1
1296,202008,Auto Particulier,Kia Polis,4829,2685318.06,4839,2691369.21,68,37673.63,57,28871.81,292,161034.04,160562.98,128,69529.24,67830.62,556.081602,556.182932,-471.06,551.486438,549.873219,257447,122.74,2.6,115.39,3.6,99.32,-1.5,111.53,3.8,100.73,-5.9
1297,202009,Auto Particulier,Kia Polis,4839,2691369.21,4852,2707134.74,76,47199.97,58,31296.82,308,168060.88,168941.98,108,61907.6,62442.64,556.182932,557.942032,881.1,545.652207,548.512922,274543,122.8,2.5,115.32,3.5,99.99,-1.2,109.94,2.4,100.14,-6.7
1298,202010,Auto Particulier,Kia Polis,4852,2707134.74,4872,2718110.13,75,44328.2,53,31566.91,384,212969.43,213993.97,109,61778.17,61104.64,557.942032,557.904378,1024.54,554.60789,557.275963,289688,122.6,2.5,114.95,3.0,101.12,0.1,109.54,1.1,100.0,-6.8
1299,202011,Auto Particulier,Kia Polis,4872,2718110.13,4887,2727043.33,73,44013.89,55,35266.85,395,223533.57,226669.71,103,55638.52,55933.63,557.904378,558.019916,3136.14,565.907772,573.847367,261947,122.6,2.2,114.6,2.4,101.74,0.3,109.7,0.9,98.49,-8.9
1300,202012,Auto Particulier,Kia Polis,4887,2727043.33,4898,2734394.19,70,42024.81,52,32038.3,266,148532.86,150883.64,106,61174.25,59433.04,558.019916,558.267494,2350.78,558.39421,567.231729,270898,122.47,2.1,114.6,2.4,101.86,0.7,109.71,1.0,100.66,-7.4
1301,202101,Auto Particulier,Kia Polis,4898,2734394.19,4894,2735089.93,73,42551.17,69,41736.98,577,313423.6,318289.43,196,113668.72,112483.48,558.267494,558.865944,4865.83,543.195147,551.628128,268443,123.15,-0.2,118.32,3.7,101.8,0.7,109.82,1.1,104.93,-5.4
1302,202102,Auto Particulier,Kia Polis,4894,2735089.93,4892,2740905.26,61,39681.25,61,36043.62,332,182808.95,185630.88,116,66733.75,66819.54,558.865944,560.283168,2821.93,550.629367,559.129156,237428,123.4,0.0,118.44,3.6,101.45,0.6,110.06,1.2,109.13,0.7
1303,202103,Auto Particulier,Kia Polis,4892,2740905.26,4886,2743676.05,65,39678.87,66,35839.2,312,171928.04,174426.39,116,65153.39,65894.02,560.283168,561.538282,2498.35,551.05141,559.058942,289652,123.51,0.5,118.72,3.8,101.21,0.6,110.02,0.8,112.6,10.7
1304,202104,Auto Particulier,Kia Polis,4886,2743676.05,4892,2758103.77,72,45720.45,66,37538.27,309,167567.72,171016.85,119,77642.42,79601.1,561.538282,563.798808,3449.13,542.290355,553.452588,272934,123.64,0.3,118.86,3.7,101.7,0.7,110.62,0.3,113.38,18.3
1305,202105,Auto Particulier,Kia Polis,4892,2758103.77,4948,2795957.1,99,61101.56,43,24142.47,299,164884.06,166331.25,138,84485.11,84154.35,563.798808,565.068128,1447.19,551.451705,556.291806,282349,123.05,-0.2,118.28,3.0,101.7,2.1,113.12,2.7,115.12,19.8
1306,202106,Auto Particulier,Kia Polis,4948,2795957.1,4988,2824094.58,98,57778.93,53,28542.33,329,194512.52,194842.64,143,86258.09,88002.38,565.068128,566.177742,330.12,591.223465,592.226869,297957,123.05,-0.4,118.47,3.2,101.43,2.0,113.46,2.9,116.59,17.4
1307,202107,Auto Particulier,Kia Polis,4988,2824094.58,5033,2858510.63,97,57550.56,48,24180.28,368,209242.56,209713.38,146,89312.89,91027.27,566.177742,567.953632,470.82,568.593913,569.873315,287885,123.05,0.3,119.26,3.4,102.17,3.5,114.61,1.3,119.01,18.1
1308,202108,Auto Particulier,Kia Polis,5033,2858510.63,5058,2873241.44,82,49707.21,53,30458.97,325,177366.43,176631.04,125,69930.05,68961.2,567.953632,568.058805,-735.39,545.742861,543.480123,244144,123.04,0.2,119.49,3.6,104.25,5.0,115.01,3.1,119.17,18.3
1309,202109,Auto Particulier,Kia Polis,5058,2873241.44,5110,2911248.16,86,52714.48,32,17372.33,337,189360.96,191635.18,139,77993.38,78203.11,568.058805,569.715882,2274.22,561.901958,568.650385,258140,122.83,0.0,119.64,3.7,104.62,4.6,115.43,5.0,120.54,20.4
1310,202110,Auto Particulier,Kia Polis,5110,2911248.16,5156,2938144.62,109,65922.05,62,35967.4,399,223987.19,222210.41,159,90226.95,90284.42,569.715882,569.849615,-1776.78,561.371403,556.91832,261408,121.82,-0.6,119.52,4.0,106.74,5.6,115.7,5.6,127.26,27.3
1311,202111,Auto Particulier,Kia Polis,5156,2938144.62,5221,2983935.5,134,83033.86,65,37426.92,372,212144.78,214217.67,179,103630.41,102871.21,569.849615,571.525665,2072.89,570.281666,575.853951,249016,121.88,-0.6,119.63,4.4,107.91,6.1,116.04,5.8,131.07,33.1
1312,202112,Auto Particulier,Kia Polis,5221,2983935.5,5253,3013817.68,89,59261.51,54,29886.03,291,162161.89,161944.8,93,58512.38,60421.77,571.525665,573.732663,-217.09,557.257353,556.51134,258705,118.05,-3.6,119.77,4.5,108.64,6.7,116.51,6.2,128.69,27.8
1313,202201,Auto Particulier,Kia Polis,5253,3013817.68,5288,3034196.26,90,57236.36,47,30439.47,569,314798.6,316572.01,139,82329.09,82300.34,573.732663,573.789005,1773.41,553.248857,556.365571,276135,117.16,-4.9,123.65,4.5,110.28,8.3,116.41,6.0,131.05,24.9
1314,202202,Auto Particulier,Kia Polis,5288,3034196.26,5341,3064122.57,115,69807.93,59,36795.8,333,189757.68,190721.45,109,68480.16,67278.34,573.789005,573.69829,963.77,569.842882,572.737087,242386,116.98,-5.2,123.95,4.7,110.94,9.4,117.35,6.6,135.31,24.0
1315,202203,Auto Particulier,Kia Polis,5341,3064122.57,5395,3102129.92,113,70837.67,56,31073.36,344,196600.76,195095.17,120,72496.24,74231.38,573.69829,575.000911,-1505.59,571.513837,567.137122,253928,115.66,-6.4,124.45,4.8,111.29,10.0,117.77,7.0,153.7,36.5
1316,202204,Auto Particulier,Kia Polis,5395,3102129.92,5452,3145625.06,123,80736.75,62,35246.28,325,181808.35,181483.14,117,77656.13,77910.26,575.000911,576.967179,-325.21,559.410307,558.409661,235136,114.64,-7.3,125.04,5.2,112.28,10.4,118.58,7.2,141.45,24.8
1317,202205,Auto Particulier,Kia Polis,5452,3145625.06,5476,3166273.43,82,55811.79,55,32143.22,349,199827.14,200194.0,117,78267.9,76143.98,576.967179,578.209172,366.86,572.570601,573.621776,237115,114.73,-6.8,126.17,6.7,113.52,11.6,119.25,5.4,146.51,27.3
1318,202206,Auto Particulier,Kia Polis,5476,3166273.43,5510,3186288.52,98,61688.57,62,38375.33,363,214481.99,213712.61,122,73661.65,73581.66,578.209172,578.273778,-769.38,590.859476,588.739972,252449,115.34,-6.3,127.08,7.3,113.67,12.1,120.84,6.5,157.17,34.8
1319,202207,Auto Particulier,Kia Polis,5510,3186288.52,5545,3219463.44,86,60109.0,50,30384.26,423,243208.98,245067.9,108,74611.71,75592.03,578.273778,580.606571,1858.92,574.962127,579.356737,236272,113.73,-7.6,127.44,6.9,114.29,11.9,121.25,5.8,148.25,24.6
1320,202208,Auto Particulier,Kia Polis,5545,3219463.44,5578,3248536.89,96,64086.95,55,33483.71,374,207665.16,208982.79,109,65623.74,68141.61,580.606571,582.383809,1317.63,555.254438,558.777513,222048,113.71,-7.6,127.8,7.0,116.4,11.7,121.31,5.5,139.12,16.7
