Jaar_Maand,Product,Label_Naam,Beginstand,Jaarpremie_Beginstand,Eindstand,Jaarpremie_Eindstand,NewBusiness,Jaarpremie_NewBusiness,Royementen,Geroyeerde_Jaarpremie,Prolongaties,Jaarpremie_voor_Prolongatie,Jaarpremie_na_Prolongatie,Mutaties,Jaarpremie_voor_Mutatie,Jaarpremie_na_Mutatie,Gemiddelde_Jaarpremie_Beginstand,Gemiddelde_Jaarpremie_Eindstand,Jaarpremie_Prolongatie,Gemiddelde_Jaarpremie_voor_Prolongatie,Gemiddelde_Jaarpremie_na_Prolongatie,CBS_Autoverkopen_Totaal,CPI_Verzekeringen_Vervoer,Jaarmutatie_CPI_Verzekeringen_Vervoer,CPI_Nieuwe_Autos,Jaarmutatie_CPI_Nieuwe_Autos,CPI_Tweedehands_Autos,Jaarmutatie_CPI_Tweedehands_Autos,CPI_Onderhoud_en_Reparatie_Privevoertuigen,Jaarmutatie_CPI_Onderhoud_en_Reparatie_Privevoertuigen,CPI_Brandstoffen,Jaarmutatie_CPI_Brandstoffen,Datum,Year,Maand,Kwartaal,Is_Year_Start,Sin_Maand,Cos_Maand,Royementen_lag1,Royementen_lag2,Royementen_lag3,Royementen_lag6,Royementen_lag12,NewBusiness_lag1,NewBusiness_lag2,NewBusiness_lag3,NewBusiness_lag6,NewBusiness_lag12,Prolongaties_lag1,Prolongaties_lag2,Prolongaties_lag3,Prolongaties_lag6,Prolongaties_lag12,Royementen_roll_mean6,Royementen_roll_std3,NewBusiness_roll_mean6,NewBusiness_roll_std3,Prolongaties_roll_mean6,Prolongaties_roll_std3,Royementen_diff1,Royementen_pct_change1,NewBusiness_diff1,NewBusiness_pct_change1,Prolongaties_diff1,Prolongaties_pct_change1,CPI_Maintenance_vs_Insurance,CPI_Used_vs_New_Car_Trend,Total_Auto_Inflation_Index,Premium_vs_New_Car_Price_Index,CPI_Brandstoffen_Lag3,Insurance_Price_Shock,Prolongatie_Pct_Increase,Avg_Premium_Per_New_Policy,New_vs_Existing_Premium_Gap,Avg_Premium_Churned_Policy,Avg_Mutation_Premium_Impact,Portfolio_Yield_Trend,New_Business_Risk_Premium_Ratio,Royementen_acceleration,NewBusiness_acceleration,Prolongaties_acceleration,Premium_Market_Density,Portfolio_Value_Growth_Ratio,Months_Since_Year_Start,Retention_Rate,Market_Capture_Index,Label_Historical_Avg_Royementen
202207,Auto Particulier,Hedin Polis,11519,7630714.41,11478,7620847.88,112,82569.92,148,89131.43,837,553562.75,557998.13,308,206889.16,202678.64,662.445907,663.952594,4435.38,661.365292,666.664432,236272,113.73,-7.6,127.44,6.9,114.29,11.9,121.25,5.8,148.25,24.6,2022-07-01,2022,7,3,0,-0.4999999999999998,-0.8660254037844388,133.0,146.0,157.0,189.0,207.0,107.0,124.0,106.0,114.0,150.0,1025.0,905.0,861.0,981.0,862.0,162.66666666666666,12.013880860626767,118.66666666666667,10.115993936995672,893.5,84.8842348927822,15.0,0.11278195488721798,5.0,0.04672897196261672,-188.0,-0.18341463414634152,13.399999999999999,5.0,7.600000000000001,-14.5,24.8,0,0.008012424968985021,737.2314285714285,1.1128930238396484,602.2393918918918,-13.670519480519447,1.0022744302351014,1.1128930238396484,28.0,22.0,-308.0,0.3494697636622198,0.9987069978681066,6,0.9871516624707006,0.0004740299316042527,137.7348484848485
202208,Auto Particulier,Hedin Polis,11478,7620847.88,11421,7591596.89,109,77125.16,163,109185.69,759,503544.58,508060.11,272,181218.09,182703.33,663.952594,664.705095,4515.53,663.431594,669.380909,222048,113.71,-7.6,127.8,7.0,116.4,11.7,121.31,5.5,139.12,16.7,2022-08-01,2022,8,3,0,-0.8660254037844384,-0.5000000000000004,148.0,133.0,146.0,163.0,152.0,112.0,107.0,124.0,120.0,112.0,837.0,1025.0,905.0,738.0,772.0,155.83333333333334,8.14452781524713,118.33333333333333,8.736894948054097,869.5,95.1910359925399,15.0,0.10135135135135132,-3.0,-0.0267857142857143,-78.0,-0.09318996415770608,13.1,4.699999999999999,4.866666666666666,-14.6,27.3,0,0.00896748804246883,707.5702752293578,1.0656939691531016,669.8508588957055,5.460441176470554,1.00113336555471,1.0656939691531016,0.0,-8.0,110.0,0.3473355310563482,0.9961617144889132,7,0.9857989196724168,0.0004908848537253206,137.7348484848485
202209,Auto Particulier,Hedin Polis,11421,7591596.89,11382,7559680.95,112,75866.08,149,108064.23,797,511367.06,508404.48,300,188021.51,192042.59,664.705095,664.17861,-2962.58,641.61488,637.897716,235849,113.71,-7.4,128.56,7.5,116.9,11.7,121.55,5.3,134.26,11.4,2022-09-01,2022,9,3,0,-1.0,-1.8369701987210297e-16,163.0,148.0,133.0,188.0,167.0,109.0,112.0,107.0,141.0,121.0,759.0,837.0,1025.0,851.0,803.0,155.83333333333334,15.00000000000003,116.5,2.51661147842355,873.0,136.73819266515488,-14.0,-0.08588957055214719,3.0,0.02752293577981657,38.0,0.050065876152832756,12.7,4.199999999999999,3.0999999999999996,-14.9,34.8,0,-0.005793450989979743,677.3757142857143,1.0190620161948876,725.263288590604,13.403599999999956,0.9992079419821508,1.0190620161948876,-29.0,6.0,116.0,0.32167225640134156,0.9957958858376634,8,0.9869538569302163,0.0004748801139712274,137.7348484848485
202210,Auto Particulier,Hedin Polis,11382,7559680.95,11306,7499339.76,90,59034.98,158,112361.99,852,553984.46,553790.45,330,210946.57,210909.58,664.17861,663.306187,-194.01,650.216502,649.988791,239258,114.53,-6.0,129.07,8.0,117.37,10.0,121.66,5.2,136.75,7.5,2022-10-01,2022,10,4,0,-0.8660254037844386,0.5000000000000001,149.0,163.0,148.0,157.0,163.0,112.0,109.0,112.0,106.0,139.0,797.0,759.0,837.0,861.0,873.0,149.33333333333334,8.386497083606137,111.66666666666667,1.7320508075688312,864.0,39.00427327015612,9.0,0.06040268456375841,-22.0,-0.1964285714285714,55.0,0.06900878293600998,11.2,2.0,2.233333333333333,-14.0,24.6,0,-0.00035020837949140127,655.9442222222223,0.9876021484977094,711.151835443038,-0.11209090909096907,0.9986864632692702,0.9876021484977094,23.0,-25.0,17.0,0.24674192712469387,0.9920180242527298,9,0.9861184326128976,0.0003761629705171823,137.7348484848485
202211,Auto Particulier,Hedin Polis,11306,7499339.76,11279,7475008.08,125,83528.63,151,109422.01,861,571841.13,573337.23,496,329570.6,329625.29,663.306187,662.736774,1496.1,664.159268,665.896898,241480,115.56,-5.2,129.59,8.3,116.83,8.3,121.54,4.7,130.26,-0.6,2022-11-01,2022,11,4,0,-0.5000000000000004,0.8660254037844384,158.0,149.0,163.0,146.0,169.0,90.0,112.0,109.0,124.0,121.0,852.0,797.0,759.0,905.0,890.0,149.5,7.094598884597651,109.0,11.93035344544885,862.5,46.75824347997918,-7.0,-0.044303797468354444,35.0,0.38888888888888884,9.0,0.010563380281690238,9.9,0.0,-0.36666666666666653,-13.5,16.7,0,0.0026162861003020677,668.22904,1.007421690158304,724.6490728476821,0.11026209677419824,0.9991415533110352,1.007421690158304,-16.0,57.0,-46.0,0.34590289050853074,0.9967554903793291,10,0.9866442596851229,0.0005176412125227762,137.7348484848485
202212,Auto Particulier,Hedin Polis,11279,7475008.08,11238,7438109.88,102,71813.02,137,107404.45,809,525157.63,525114.56,469,294181.13,297090.45,662.736774,661.871318,-43.07,649.144165,649.090927,234429,114.84,-2.7,129.89,8.4,117.12,7.8,123.56,6.1,119.64,-7.0,2022-12-01,2022,12,4,0,-2.4492935982947064e-16,1.0,151.0,158.0,149.0,133.0,153.0,125.0,90.0,112.0,107.0,89.0,861.0,852.0,797.0,1025.0,860.0,150.33333333333334,4.725815626252697,109.16666666666667,17.691806012954128,855.1666666666666,34.645827069547884,-14.0,-0.0927152317880795,-23.0,-0.18400000000000005,-52.0,-0.060394889663182294,8.8,-0.6000000000000005,-1.2000000000000002,-11.100000000000001,11.4,0,-8.20134708886533e-05,704.0492156862746,1.0623361239439455,783.9740875912408,6.203240938166326,0.9986941180360697,1.0623361239439455,-7.0,-58.0,-61.0,0.30633163985684364,0.9950637912889052,11,0.9878535331146379,0.0004350997530169049,137.7348484848485
202301,Auto Particulier,Hedin Polis,11238,7438109.88,11196,7399599.29,129,92924.0,164,111940.85,917,631208.67,625612.59,512,327942.69,319236.08,661.871318,660.914548,-5596.08,688.34097,682.238375,261993,116.79,-0.3,132.94,7.5,119.87,8.7,125.75,8.0,123.77,-5.6,2023-01-01,2023,1,1,1,0.49999999999999994,0.8660254037844387,137.0,151.0,158.0,148.0,189.0,102.0,125.0,90.0,112.0,114.0,809.0,861.0,852.0,837.0,981.0,151.0,10.692676621563663,108.33333333333333,17.785762095938797,819.1666666666666,27.79088579612059,27.0,0.197080291970803,27.0,0.2647058823529411,108.0,0.13349814585908537,8.3,1.1999999999999993,0.7000000000000002,-7.8,7.5,0,-0.00886565769129899,720.3410852713179,1.0883400831569467,682.5661585365854,-17.005097656249973,0.9985544471047769,1.0883400831569467,41.0,50.0,160.0,0.3546812319413114,0.9948225301022308,0,0.9854066559886101,0.0004923795673930219,137.7348484848485
202302,Auto Particulier,Hedin Polis,11196,7399599.29,11141,7358291.13,106,73586.36,156,102099.21,744,498219.16,493536.17,458,282849.63,278705.0,660.914548,660.469538,-4682.99,669.649408,663.355067,243049,116.78,-0.2,133.07,7.4,120.11,8.3,127.22,8.4,122.65,-9.4,2023-02-01,2023,2,1,0,0.8660254037844386,0.5000000000000001,164.0,137.0,151.0,163.0,163.0,129.0,102.0,125.0,109.0,120.0,917.0,809.0,861.0,759.0,738.0,153.66666666666666,13.503086067019426,111.16666666666667,14.571661996262923,832.5,54.012344268074635,-8.0,-0.04878048780487809,-23.0,-0.17829457364341084,-173.0,-0.18865866957470012,8.6,0.9000000000000004,-0.39999999999999997,-7.6000000000000005,-0.6,0,-0.009399457861074656,694.2109433962264,1.0503792744417337,654.4821153846154,-9.049410480349355,0.9993266754358083,1.0503792744417337,-35.0,-50.0,-281.0,0.302763475677744,0.9944175139245952,1,0.9860664523043944,0.0004361260486568552,137.7348484848485
202303,Auto Particulier,Hedin Polis,11141,7358291.13,11133,7344615.79,140,98889.71,141,104600.33,824,533494.69,533233.59,558,343404.46,343743.89,660.469538,659.715781,-261.1,647.445012,647.128143,283018,115.78,0.1,133.43,7.2,120.46,8.2,127.77,8.5,121.69,-20.8,2023-03-01,2023,3,1,0,1.0,6.123233995736766e-17,156.0,164.0,137.0,149.0,188.0,106.0,129.0,102.0,112.0,141.0,744.0,917.0,809.0,797.0,851.0,152.5,13.868429375143174,110.66666666666667,14.571661996262923,830.0,87.38611636486094,-15.0,-0.09615384615384615,34.0,0.320754716981132,80.0,0.10752688172043001,8.4,0.9999999999999991,-4.066666666666667,-7.1000000000000005,-7.0,0,-0.0004894144307228121,706.3550714285715,1.0694741101421872,741.8463120567376,0.608297491039414,0.9988587558446943,1.0694741101421872,-7.0,57.0,253.0,0.3494113801948993,0.9981415059884972,2,0.9873440445202406,0.0004946681836490966,137.7348484848485
202304,Auto Particulier,Hedin Polis,11133,7344615.79,11113,7342057.02,120,81886.01,136,93281.12,802,532041.74,542291.88,552,353201.55,353253.73,659.715781,660.672817,10250.14,663.39369,676.174413,245695,117.11,2.2,134.21,7.3,120.75,7.5,129.16,8.9,123.51,-12.7,2023-04-01,2023,4,2,0,0.8660254037844387,-0.49999999999999983,141.0,156.0,164.0,158.0,157.0,140.0,106.0,129.0,90.0,106.0,824.0,744.0,917.0,852.0,861.0,151.16666666666666,11.676186592091355,115.33333333333333,17.34935157289747,834.5,86.58136828055454,-5.0,-0.03546099290780147,-20.0,-0.1428571428571429,-22.0,-0.02669902912621358,6.7,0.20000000000000018,-0.5333333333333329,-5.1,-5.6,0,0.01926566889282033,682.3834166666667,1.0343596990090294,685.8905882352941,0.09452898550723372,1.0014506792584972,1.0343596990090294,10.0,-54.0,-102.0,0.3332831762958139,0.999651612817721,3,0.9877840653911794,0.0004884104275626284,137.7348484848485
202305,Auto Particulier,Hedin Polis,11113,7342057.02,11062,7311839.18,107,69740.43,157,115684.24,815,542990.05,554090.79,603,396870.54,402046.38,660.672817,660.987089,11100.74,666.24546,679.866,261143,118.12,3.0,134.28,6.4,121.33,6.9,130.35,9.3,119.63,-18.3,2023-05-01,2023,5,2,0,0.49999999999999994,-0.8660254037844387,136.0,141.0,156.0,151.0,146.0,120.0,140.0,106.0,125.0,124.0,802.0,824.0,744.0,861.0,905.0,147.5,10.408329997330691,120.33333333333333,17.08800749063506,826.1666666666666,41.32795663953985,21.0,0.15441176470588225,-13.0,-0.10833333333333328,13.0,0.016209476309226867,6.300000000000001,0.5,-2.0,-3.4000000000000004,-9.4,0,0.02044372636294156,651.7797196261681,0.9865393321096304,736.8422929936306,8.583482587064719,1.0004756847745409,0.9865393321096304,26.0,7.0,35.0,0.26705839329409553,0.9958842814870975,4,0.9858724016917124,0.000409737193798034,137.7348484848485
202306,Auto Particulier,Hedin Polis,11062,7311839.18,11067,7355131.06,141,107121.28,129,78113.29,800,528926.46,542904.68,716,478060.46,482902.98,660.987089,664.600258,13978.22,661.158075,678.63085,283218,119.19,3.3,133.91,5.4,121.62,7.0,130.45,8.0,120.73,-23.2,2023-06-01,2023,6,2,0,1.2246467991473532e-16,-1.0,157.0,136.0,141.0,137.0,133.0,107.0,120.0,140.0,102.0,107.0,815.0,802.0,824.0,809.0,1025.0,148.5,10.969655114602922,117.33333333333333,16.62327685305557,818.5,11.060440015343834,-28.0,-0.17834394904458595,34.0,0.31775700934579443,-15.0,-0.018404907975460127,4.7,1.5999999999999996,-3.9666666666666663,-2.1000000000000005,-20.8,0,0.026427530209020222,759.725390070922,1.1493800752149366,605.5293798449612,6.7632960893854195,1.0054663231099814,1.1493800752149366,-49.0,47.0,-28.0,0.3782290673615378,1.0059207921474005,5,0.9883384559754114,0.000497849712941974,137.7348484848485
202307,Auto Particulier,Hedin Polis,11067,7355131.06,11047,7361772.07,123,90846.11,137,91274.3,766,512796.9,525247.83,381,262715.46,262340.68,664.600258,666.404641,12450.93,669.44765,685.702127,262600,118.23,4.0,134.27,5.4,121.97,6.7,132.28,9.1,131.84,-11.1,2023-07-01,2023,7,3,0,-0.4999999999999998,-0.8660254037844388,129.0,157.0,136.0,164.0,148.0,141.0,107.0,120.0,129.0,112.0,800.0,815.0,802.0,917.0,837.0,147.16666666666666,14.571661996262954,123.83333333333333,17.156145643277018,817.0,8.144527815227761,8.0,0.0620155038759691,-18.0,-0.12765957446808507,-34.0,-0.04249999999999998,5.1,1.2999999999999998,0.6666666666666666,-1.4000000000000004,-12.7,0,0.024280431492467835,738.5862601626017,1.1113240647622524,666.2357664233576,-0.983674540682488,1.0027149899180448,1.1113240647622524,36.0,-52.0,-19.0,0.34594862909367863,1.0009029084520489,6,0.9876208547935303,0.0004683929931454684,137.7348484848485
202308,Auto Particulier,Hedin Polis,11047,7361772.07,10993,7353000.81,101,73427.18,142,87297.98,712,482378.98,498299.71,276,203128.77,200610.32,666.404641,668.88027,15920.73,677.498567,699.859143,246839,126.89,11.6,134.19,5.0,121.96,4.8,133.22,9.8,138.29,-0.6,2023-08-01,2023,8,3,0,-0.8660254037844384,-0.5000000000000004,137.0,129.0,157.0,156.0,163.0,123.0,141.0,107.0,106.0,109.0,766.0,800.0,815.0,744.0,759.0,142.66666666666666,14.422205101855983,122.83333333333333,17.009801096230753,791.8333333333334,25.106440076861116,5.0,0.03649635036496357,-22.0,-0.17886178861788615,-54.0,-0.07049608355091386,-1.799999999999999,-0.20000000000000018,6.933333333333334,6.6,-18.3,1,0.03300460977798014,727.0017821782178,1.0909314513285597,614.7745070422535,-9.124818840579646,1.0037149036001387,1.0909314513285597,-3.0,-4.0,-20.0,0.29746992979229375,0.9988085395857684,7,0.9871458314474518,0.00040917359088312626,137.7348484848485
202309,Auto Particulier,Hedin Polis,10993,7353000.81,10957,7354812.46,123,89694.26,150,106759.5,774,493207.5,516663.19,299,208524.61,212337.95,668.88027,671.243265,23455.69,637.218992,667.523501,254920,126.89,11.6,134.23,4.4,121.96,4.3,130.78,7.6,141.65,5.5,2023-09-01,2023,9,3,0,-1.0,-1.8369701987210297e-16,142.0,137.0,129.0,141.0,149.0,101.0,123.0,141.0,140.0,112.0,712.0,766.0,800.0,824.0,797.0,140.33333333333334,6.557438524302057,122.0,20.033305601755618,786.5,44.377171308376774,8.0,0.05633802816901401,22.0,0.2178217821782178,62.0,0.0870786516853932,-4.0,-0.10000000000000053,8.233333333333333,7.199999999999999,-23.2,0,0.047557447930130836,729.2216260162601,1.0902124920148415,711.73,12.753645484949919,1.0035327622984005,1.0902124920148415,3.0,44.0,116.0,0.3518525812019457,1.0002463824017993,8,0.9863549531520058,0.00048250431507924056,137.7348484848485
202310,Auto Particulier,Hedin Polis,10957,7354812.46,10956,7383495.08,140,104609.8,136,93112.62,719,463783.16,476036.1,417,284353.89,294613.97,671.243265,673.922515,12252.94,645.039165,662.080806,261486,129.97,13.5,133.88,3.7,121.51,3.5,133.22,9.5,137.13,0.3,2023-10-01,2023,10,4,0,-0.8660254037844386,0.5000000000000001,150.0,142.0,137.0,136.0,158.0,123.0,101.0,123.0,120.0,90.0,774.0,712.0,766.0,802.0,852.0,141.83333333333334,6.557438524302057,119.16666666666667,12.701705922171755,778.1666666666666,33.724372986506665,-14.0,-0.09333333333333338,17.0,0.1382113821138211,-55.0,-0.07105943152454786,-4.0,-0.20000000000000018,7.766666666666667,9.8,-11.1,0,0.02641954485798914,747.2128571428572,1.1131774367119456,684.6516176470587,24.604508393285272,1.0039914739405245,1.1131774367119456,-22.0,-5.0,-117.0,0.4000588941664181,1.00389984383096,9,0.9875878433877886,0.0005354015128917035,137.7348484848485
202311,Auto Particulier,Hedin Polis,10956,7383495.08,10989,7429836.47,190,136747.9,151,102100.71,729,482974.78,494387.76,361,251205.91,256730.87,673.922515,676.115794,11412.98,662.516844,678.17251,263724,129.93,12.4,133.35,2.9,120.74,3.3,133.09,9.5,132.91,2.0,2023-11-01,2023,11,4,0,-0.5000000000000004,0.8660254037844384,136.0,150.0,142.0,157.0,151.0,140.0,123.0,101.0,107.0,125.0,719.0,774.0,712.0,815.0,861.0,141.83333333333334,7.023769168568542,122.5,19.553345834749948,764.3333333333334,33.95585369269468,15.0,0.11029411764705888,50.0,0.3571428571428572,10.0,0.013908205841446364,-2.9000000000000004,0.3999999999999999,7.966666666666666,9.5,-0.6,0,0.023630592057001465,719.7257894736841,1.0679651940011,676.163642384106,15.304598337950116,1.0032544972918735,1.0679651940011,29.0,33.0,65.0,0.5185265656519694,1.0062763487342907,10,0.9862175976633808,0.00072045016759946,137.7348484848485
202312,Auto Particulier,Hedin Polis,10989,7429836.47,10982,7447212.01,139,100405.03,137,92202.89,758,507273.37,516100.88,212,150253.0,156671.1,676.115794,678.128939,8827.51,669.226081,680.871873,250733,129.92,13.1,133.35,2.7,119.97,2.4,133.25,7.8,127.53,6.6,2023-12-01,2023,12,4,0,-2.4492935982947064e-16,1.0,151.0,136.0,150.0,129.0,137.0,190.0,140.0,123.0,141.0,102.0,729.0,719.0,774.0,800.0,809.0,140.83333333333334,8.386497083606127,136.33333333333334,34.828149534535996,750.0,29.297326385406226,-14.0,-0.0927152317880795,-51.0,-0.2684210526315789,29.0,0.03978052126200282,-5.3,-0.30000000000000027,9.166666666666666,10.399999999999999,5.5,0,0.017401879385074093,722.338345323741,1.068364844800151,673.0137956204379,30.274056603773612,1.0029775151207307,1.068364844800151,-29.0,-101.0,19.0,0.40044601229196,1.0023386167475097,11,0.9875329875329876,0.0005543745737497656,137.7348484848485
202401,Auto Particulier,Hedin Polis,10982,7447212.01,10978,7465104.92,166,116579.82,158,110236.98,863,575640.96,597689.66,227,162501.73,163709.32,678.128939,680.005913,22048.7,667.023128,692.572027,290748,131.81,12.9,136.12,2.4,122.07,1.8,134.53,7.0,129.07,4.3,2024-01-01,2024,1,1,1,0.49999999999999994,0.8660254037844387,137.0,151.0,136.0,137.0,164.0,139.0,190.0,140.0,123.0,129.0,758.0,729.0,719.0,766.0,917.0,142.16666666666666,8.386497083606127,136.0,29.16047553338823,743.0,20.25668613897689,21.0,0.15328467153284664,27.0,0.19424460431654667,105.0,0.13852242744063314,-5.9,-0.5999999999999999,8.066666666666668,10.5,0.3,0,0.038302868510260435,702.2880722891566,1.0356261647302396,697.7024050632912,5.319779735682804,1.0027678718486308,1.0356261647302396,35.0,78.0,76.0,0.4009651657105122,1.0024026320153063,0,0.9856128209797851,0.0005709411586666117,137.7348484848485
202402,Auto Particulier,Hedin Polis,10978,7465104.92,11016,7515397.8,183,138338.82,133,94933.92,723,477737.14,489675.27,199,161027.37,164183.82,680.005913,682.225653,11938.13,660.770594,677.282531,274958,132.37,13.3,136.16,2.3,121.6,1.2,134.72,5.9,133.18,8.6,2024-02-01,2024,2,1,0,0.8660254037844386,0.5000000000000001,158.0,137.0,151.0,142.0,156.0,166.0,139.0,190.0,101.0,106.0,863.0,758.0,729.0,712.0,744.0,145.66666666666666,10.692676621563661,143.16666666666666,25.514701644346147,759.1666666666666,70.50059101406892,-25.0,-0.15822784810126578,17.0,0.10240963855421681,-140.0,-0.1622247972190035,-7.4,-1.0999999999999999,9.266666666666667,11.0,2.0,0,0.024988909172939833,755.9498360655738,1.1116812686679884,713.7888721804511,15.861557788944783,1.0032642951444453,1.1116812686679884,-46.0,-10.0,-245.0,0.5031270957746274,1.0067370627123082,1,0.9878848606303516,0.0006655561940369075,137.7348484848485
202403,Auto Particulier,Hedin Polis,11016,7515397.8,11080,7592012.21,205,151813.54,136,92764.39,843,553899.44,564926.79,191,129401.8,137544.62,682.225653,685.199657,11027.35,657.057461,670.13854,298540,130.73,12.9,136.04,2.0,121.58,0.9,134.63,5.4,135.2,11.1,2024-03-01,2024,3,1,0,1.0,6.123233995736766e-17,133.0,158.0,137.0,150.0,141.0,183.0,166.0,139.0,123.0,140.0,723.0,863.0,758.0,774.0,824.0,144.16666666666666,13.42882471898915,156.83333333333334,22.188585654190163,761.0,72.85830998131246,3.0,0.022556390977443552,22.0,0.12021857923497259,120.0,0.1659751037344399,-7.5,-1.1,9.799999999999999,10.9,6.6,0,0.019908577629181412,740.5538536585366,1.0854969325794857,682.0911029411765,42.63256544502614,1.0043592673288115,1.0854969325794857,28.0,5.0,260.0,0.5085199303275943,1.0101943253090342,2,0.9876543209876543,0.0006866751524083874,137.7348484848485
202404,Auto Particulier,Hedin Polis,11080,7592012.21,11068,7639012.24,154,134577.98,160,122096.57,816,547821.99,584175.33,159,134791.82,137309.66,685.199657,690.189035,36353.34,671.350477,715.901139,277264,134.32,14.7,136.42,1.6,121.53,0.6,135.72,5.1,139.31,12.8,2024-04-01,2024,4,2,0,0.8660254037844387,-0.49999999999999983,136.0,133.0,158.0,136.0,136.0,205.0,183.0,166.0,140.0,120.0,843.0,723.0,863.0,719.0,802.0,141.83333333333334,13.650396819628874,170.5,19.553345834749965,772.5,75.71877794400154,24.0,0.17647058823529416,-51.0,-0.24878048780487805,-27.0,-0.03202846975088969,-9.6,-1.0,10.866666666666665,13.1,4.3,0,0.0663597677048342,873.8829870129871,1.2753698547356207,763.1035625000001,15.835471698113185,1.00728164112318,1.2753698547356207,21.0,-73.0,-147.0,0.485378484044088,1.0061907210763035,3,0.9855595667870036,0.0005554273183680535,137.7348484848485
202405,Auto Particulier,Hedin Polis,11068,7639012.24,11047,7683195.65,141,111277.65,158,102438.8,826,557623.89,592935.42,165,142560.95,145153.51,690.189035,695.500647,35311.53,675.089455,717.839491,282771,141.53,19.8,136.54,1.7,121.32,0.0,135.91,4.3,135.57,13.3,2024-05-01,2024,5,2,0,0.49999999999999994,-0.8660254037844387,160.0,136.0,133.0,151.0,157.0,154.0,205.0,183.0,190.0,107.0,816.0,843.0,723.0,729.0,815.0,145.83333333333334,14.79864858694877,172.83333333333334,25.579940057266235,788.6666666666666,62.95236294214603,-2.0,-0.012499999999999956,-13.0,-0.08441558441558439,10.0,0.01225490196078427,-15.5,-1.7,12.466666666666669,18.1,8.6,1,0.06332499491727295,789.2031914893616,1.1434594748225198,648.346835443038,15.712484848484834,1.0076958800135096,1.1434594748225198,-26.0,38.0,37.0,0.39352567979036035,1.0057839166389397,4,0.9857246114925913,0.0004986367060271386,137.7348484848485
202406,Auto Particulier,Hedin Polis,11047,7683195.65,11090,7784795.38,183,141485.32,127,87688.7,899,609702.95,659671.69,204,153733.0,161791.72,695.500647,701.965318,49968.74,678.201279,733.783859,283084,141.53,18.7,136.54,2.0,121.21,-0.3,135.95,4.2,133.08,10.2,2024-06-01,2024,6,2,0,1.2246467991473532e-16,-1.0,158.0,160.0,136.0,137.0,129.0,141.0,154.0,205.0,139.0,141.0,826.0,816.0,843.0,758.0,800.0,147.0,13.316656236958817,164.66666666666666,33.827996294982256,804.8333333333334,13.650396819617155,-31.0,-0.19620253164556967,42.0,0.2978723404255319,73.0,0.08837772397094423,-14.5,-2.3,11.033333333333331,16.7,11.1,0,0.08195587703815432,773.143825136612,1.1116363852018272,690.4622047244094,39.50352941176471,1.009294989196466,1.1116363852018272,-29.0,55.0,63.0,0.4997997767447118,1.0132236291548815,5,0.9885036661537069,0.0006464512300235972,137.7348484848485
202407,Auto Particulier,Hedin Polis,11090,7784795.38,11125,7864888.19,177,142459.56,132,95245.65,754,528697.19,567284.28,175,142374.22,144685.1,701.965318,706.956241,38587.09,701.189907,752.366419,280248,141.05,19.3,136.3,1.5,121.47,-0.4,136.12,2.9,133.76,1.5,2024-07-01,2024,7,3,0,-0.4999999999999998,-0.8660254037844388,127.0,158.0,160.0,158.0,137.0,183.0,141.0,154.0,166.0,123.0,899.0,826.0,816.0,863.0,766.0,145.33333333333334,18.502252115170577,172.0,21.50193789716018,828.3333333333334,45.31004303683325,5.0,0.03937007874015741,-6.0,-0.032786885245901676,-145.0,-0.16129032258064513,-16.400000000000002,-1.9,7.900000000000001,17.8,12.8,0,0.07298523754211761,804.8562711864406,1.1465755508827582,721.5579545454545,13.205028571428597,1.0071099281859393,1.1465755508827582,36.0,-48.0,-218.0,0.5083339042562302,1.0102883641881928,6,0.98809738503156,0.0006315834546544489,137.7348484848485
202408,Auto Particulier,Hedin Polis,11125,7864888.19,11191,7943061.2,197,155646.28,130,110403.19,688,471151.27,502160.56,163,123033.51,124835.71,706.956241,709.772245,31009.29,684.812892,729.884534,257228,141.61,11.6,136.57,1.8,121.37,-0.5,136.42,2.4,130.48,-5.6,2024-08-01,2024,8,3,0,-0.8660254037844384,-0.5000000000000004,132.0,127.0,158.0,133.0,142.0,177.0,183.0,141.0,183.0,101.0,754.0,899.0,826.0,723.0,712.0,141.0,16.643316977093264,173.83333333333334,22.715633383201087,810.1666666666666,72.50057471036362,-2.0,-0.015151515151515138,20.0,0.11299435028248594,-66.0,-0.08753315649867377,-9.2,-2.3,2.8000000000000003,9.799999999999999,13.3,0,0.06581599578411401,790.0826395939087,1.117583513339277,849.2553076923077,11.056441717791483,1.0039832790725727,1.117583513339277,-7.0,26.0,79.0,0.6050907366227627,1.0099394941303037,7,0.988314606741573,0.0007658575271743356,137.7348484848485
